"",0.160,0.480,0.800,1.120,1.440,1.760,2.080,2.400,2.720,3.040,3.360,3.680,4.000,4.320,4.640,4.960,5.280,5.600,5.920,6.240,6.560,6.880,7.200,7.520,7.840,8.160,8.480,8.800,9.120,9.440,9.760,10.080,10.400,10.720,11.040,11.360,11.680,12.000,12.320,12.640,12.960,13.280,13.600,13.920,14.240,14.560,14.880,15.200,15.520,15.840
0.0000,4.416000E+00,4.448000E+00,4.480000E+00,4.500000E+00,4.500000E+00,4.500000E+00,4.500000E+00,4.500000E+00,4.500000E+00,4.504000E+00,4.536000E+00,4.568000E+00,4.600000E+00,4.696000E+00,4.792000E+00,4.888000E+00,4.900000E+00,4.900000E+00,4.900000E+00,4.900000E+00,4.900000E+00,4.900000E+00,4.900000E+00,4.900000E+00,4.900000E+00,4.900000E+00,4.900000E+00,4.900000E+00,4.900000E+00,4.900000E+00,4.900000E+00,4.900000E+00,4.900000E+00,4.900000E+00,4.900000E+00,4.900000E+00,4.900000E+00,4.900000E+00,4.900000E+00,4.900000E+00,4.900000E+00,4.928000E+00,4.960000E+00,4.992000E+00,5.000000E+00,5.000000E+00,5.000000E+00,5.020000E+00,5.052000E+00,5.084000E+00
16071.0000,4.416078E+00,4.448083E+00,4.480088E+00,4.500094E+00,4.500100E+00,4.500107E+00,4.500114E+00,4.500122E+00,4.500130E+00,4.504138E+00,4.536148E+00,4.568157E+00,4.600168E+00,4.696179E+00,4.792191E+00,4.888203E+00,4.900217E+00,4.900231E+00,4.900246E+00,4.900262E+00,4.900280E+00,4.900298E+00,4.900318E+00,4.900339E+00,4.900361E+00,4.900385E+00,4.900411E+00,4.900438E+00,4.900467E+00,4.900498E+00,4.900531E+00,4.900566E+00,4.900603E+00,4.900643E+00,4.900685E+00,4.900731E+00,4.900779E+00,4.900830E+00,4.900885E+00,4.900944E+00,4.901006E+00,4.929073E+00,4.961144E+00,4.993219E+00,5.001300E+00,5.001386E+00,5.001477E+00,5.021575E+00,5.053679E+00,5.083944E+00
16071.0035,4.417036E+00,4.452433E+00,4.479495E+00,4.498233E+00,4.501692E+00,4.502005E+00,4.502548E+00,4.503351E+00,4.504497E+00,4.506130E+00,4.531761E+00,4.568904E+00,4.607543E+00,4.692859E+00,4.791887E+00,4.883137E+00,4.899509E+00,4.900465E+00,4.900495E+00,4.900528E+00,4.900563E+00,4.900601E+00,4.900642E+00,4.900687E+00,4.900736E+00,4.900790E+00,4.900850E+00,4.900920E+00,4.901000E+00,4.901095E+00,4.901210E+00,4.901353E+00,4.901536E+00,4.901774E+00,4.902093E+00,4.902528E+00,4.903132E+00,4.903983E+00,4.905193E+00,4.906931E+00,4.909443E+00,4.913092E+00,4.960109E+00,4.991976E+00,5.002761E+00,5.009328E+00,5.010602E+00,5.013075E+00,5.052412E+00,5.076161E+00
16071.0069,4.417658E+00,4.454012E+00,4.480239E+00,4.497084E+00,4.501900E+00,4.502397E+00,4.503121E+00,4.504166E+00,4.505653E+00,4.507741E+00,4.533504E+00,4.569759E+00,4.612050E+00,4.690341E+00,4.791336E+00,4.880001E+00,4.899083E+00,4.900595E+00,4.900679E+00,4.900745E+00,4.900805E+00,4.900865E+00,4.900927E+00,4.900994E+00,4.901067E+00,4.901147E+00,4.901237E+00,4.901339E+00,4.901458E+00,4.901599E+00,4.901769E+00,4.901979E+00,4.902243E+00,4.902580E+00,4.903018E+00,4.903592E+00,4.904351E+00,4.905358E+00,4.906697E+00,4.908477E+00,4.910833E+00,4.913912E+00,4.959335E+00,4.991186E+00,5.004152E+00,5.011513E+00,5.013108E+00,5.015628E+00,5.050544E+00,5.064116E+00
16071.0104,4.418789E+00,4.456531E+00,4.479797E+00,4.496426E+00,4.501763E+00,4.502870E+00,4.503888E+00,4.505573E+00,4.508595E+00,4.514728E+00,4.528681E+00,4.569328E+00,4.614553E+00,4.689088E+00,4.790529E+00,4.878064E+00,4.898820E+00,4.900702E+00,4.900875E+00,4.900953E+00,4.901029E+00,4.901107E+00,4.901188E+00,4.901275E+00,4.901370E+00,4.901473E+00,4.901588E+00,4.901718E+00,4.901867E+00,4.902040E+00,4.902245E+00,4.902491E+00,4.902790E+00,4.903162E+00,4.903630E+00,4.904232E+00,4.905019E+00,4.906068E+00,4.907507E+00,4.909619E+00,4.913403E+00,4.924120E+00,4.950151E+00,4.990662E+00,5.005216E+00,5.012603E+00,5.018315E+00,5.025353E+00,5.039296E+00,5.047081E+00
16071.0139,4.419670E+00,4.457884E+00,4.479950E+00,4.496055E+00,4.501731E+00,4.503357E+00,4.504694E+00,4.506900E+00,4.510665E+00,4.517086E+00,4.527583E+00,4.569209E+00,4.615881E+00,4.688334E+00,4.789707E+00,4.876847E+00,4.898681E+00,4.900816E+00,4.901049E+00,4.901140E+00,4.901231E+00,4.901325E+00,4.901423E+00,4.901528E+00,4.901642E+00,4.901765E+00,4.901902E+00,4.902055E+00,4.902229E+00,4.902430E+00,4.902664E+00,4.902940E+00,4.903272E+00,4.903678E+00,4.904184E+00,4.904830E+00,4.905677E+00,4.906825E+00,4.908473E+00,4.911094E+00,4.916034E+00,4.927184E+00,4.946543E+00,4.990270E+00,5.005665E+00,5.013323E+00,5.020961E+00,5.028496E+00,5.031834E+00,5.029790E+00
16071.0174,4.420468E+00,4.458914E+00,4.480229E+00,4.495682E+00,4.501756E+00,4.503772E+00,4.505373E+00,4.507777E+00,4.511636E+00,4.517960E+00,4.529861E+00,4.567654E+00,4.616646E+00,4.687829E+00,4.788986E+00,4.876070E+00,4.898627E+00,4.900926E+00,4.901205E+00,4.901311E+00,4.901412E+00,4.901518E+00,4.901631E+00,4.901752E+00,4.901882E+00,4.902024E+00,4.902179E+00,4.902353E+00,4.902549E+00,4.902773E+00,4.903033E+00,4.903337E+00,4.903698E+00,4.904136E+00,4.904676E+00,4.905363E+00,4.906262E+00,4.907489E+00,4.909267E+00,4.912081E+00,4.917114E+00,4.927479E+00,4.947997E+00,4.989049E+00,5.006637E+00,5.013702E+00,5.021699E+00,5.029204E+00,5.029562E+00,5.004951E+00
16071.0208,4.421080E+00,4.459572E+00,4.480596E+00,4.495434E+00,4.501797E+00,4.504114E+00,4.505914E+00,4.508418E+00,4.512394E+00,4.519043E+00,4.531962E+00,4.565950E+00,4.617051E+00,4.687434E+00,4.788392E+00,4.875569E+00,4.898626E+00,4.901031E+00,4.901344E+00,4.901461E+00,4.901570E+00,4.901687E+00,4.901812E+00,4.901946E+00,4.902091E+00,4.902248E+00,4.902420E+00,4.902611E+00,4.902826E+00,4.903070E+00,4.903352E+00,4.903679E+00,4.904065E+00,4.904530E+00,4.905100E+00,4.905819E+00,4.906758E+00,4.908038E+00,4.909886E+00,4.912782E+00,4.917883E+00,4.928153E+00,4.948961E+00,4.988153E+00,5.007314E+00,5.014078E+00,5.022283E+00,5.029963E+00,5.030126E+00,4.971034E+00
16071.0243,4.421549E+00,4.460008E+00,4.480966E+00,4.495276E+00,4.501832E+00,4.504400E+00,4.506354E+00,4.508947E+00,4.513033E+00,4.519901E+00,4.533013E+00,4.565235E+00,4.617148E+00,4.687128E+00,4.787918E+00,4.875244E+00,4.898652E+00,4.901127E+00,4.901466E+00,4.901591E+00,4.901706E+00,4.901831E+00,4.901966E+00,4.902111E+00,4.902268E+00,4.902437E+00,4.902623E+00,4.902829E+00,4.903060E+00,4.903321E+00,4.903621E+00,4.903967E+00,4.904374E+00,4.904861E+00,4.905456E+00,4.906202E+00,4.907171E+00,4.908489E+00,4.910386E+00,4.913349E+00,4.918518E+00,4.928725E+00,4.949391E+00,4.987748E+00,5.007777E+00,5.014464E+00,5.022791E+00,5.030611E+00,5.030754E+00,4.930577E+00
16071.0278,4.421903E+00,4.460295E+00,4.481301E+00,4.495189E+00,4.501862E+00,4.504637E+00,4.506716E+00,4.509382E+00,4.513534E+00,4.520514E+00,4.533712E+00,4.564935E+00,4.617044E+00,4.686885E+00,4.787544E+00,4.875030E+00,4.898690E+00,4.901210E+00,4.901568E+00,4.901699E+00,4.901819E+00,4.901950E+00,4.902092E+00,4.902246E+00,4.902413E+00,4.902593E+00,4.902790E+00,4.903007E+00,4.903251E+00,4.903526E+00,4.903840E+00,4.904202E+00,4.904626E+00,4.905131E+00,4.905745E+00,4.906512E+00,4.907505E+00,4.908852E+00,4.910787E+00,4.913798E+00,4.919010E+00,4.929220E+00,4.949661E+00,4.987417E+00,5.008095E+00,5.014819E+00,5.023204E+00,5.031131E+00,5.031231E+00,4.883622E+00
